Class,Number Samples
m.018wj9,90
m.01kg5lj,106
m.01hh0m_,5
m.01k76k,101
m.01hy9mw,91
m.01l1l0,96
m.01kfgr,76
m.0171dv,72
m.014d3,88
m.01dt9h,96
m.01_y3g,91
m.0148m9,94
m.01kxq26,70
m.01lds9x,40
m.01dtfr,57
m.01_8rb,71
m.01gbrx,94
m.019ncn,91
m.01_f8j,103
m.01fpkg,99
m.01m_nb,39
m.01bb_s,83
m.01hwr1,116
m.01k0jt,25
m.013pw7,100
m.01j0cjd,79
m.01ll4b,68
m.017dpj,108
m.0127t5,90
m.01l48rv,106
m.01jlvy2,84
m.0151pn,27
m.012j66,27
m.01dss2,106
m.01mrg21,58
m.01lwps,91
m.01g2gk,74
m.01fpn9,89
m.01gb8j,68
m.01933d,104
m.01lzr4j,83
m.01bjs2,103
m.01jy27r,64
m.01hmb_,99
m.01k5r5,101
m.014c2k,14
m.01mcfnl,69
m.01d3d9,79
m.016yzz,90
m.01g5m2,86
m.01l5tm4,81
m.01jpxrr,55
m.013sfr,54
m.018wc0,90
m.01fbl4,84
m.01jptt,68
m.01c8x,88
m.01mqz0,107
m.0175s7,85
m.019znx,90
m.01jfqj,74
m.01m0b5w,97
m.01d7lz,92
m.01ldcc,113
m.01dzc9,41
m.01l2r_0,97
m.01jjv4,41
m.01mlk6z,94
m.01fhxq,101
m.01dz39,55
m.01903y,79
m.01jp563,36
m.01khty,83
m.01lqh0l,41
m.01kh2m1,81
m.016ypb,96
m.0161hn,89
m.0192ff,55
m.016jll,92
m.015l1l,91
m.01h95n,56
m.01_pw9,94
m.01cfq5,113
m.01gpr,61
m.01306d,79
m.017jwg,60
m.01_mp8,95
m.016l_5,94
m.014y7t,89
m.01l_8s1,88
m.015chm,74
m.015x3n,37
m.01hf9v,70
m.01cn6c,74
m.01k9x2,102
m.01d_ys,86
m.01l36_,95
m.01jx2f4,60
m.01j2zx,68
m.01l0780,96
m.01k30h,95
m.01dzrt,87
m.01g7rw,71
m.012xls,92
m.019r4n,84
m.01dffd,67
m.016nff,108
m.014g6c,83
m.01kck0,19
m.01dd2n,82
m.0148_m,82
m.011jlx,100
m.018f19,96
m.01lyy43,90
m.01jzt1,34
m.01mlpcw,79
m.01jz6d,131
m.01mrfhw,59
m.018rv0,85
m.019r3z,101
m.012gl8,109
m.0175jl,65
m.01d24z,94
m.0162wz,85
m.01hwk9,10
m.011p_b,34
m.01576,77
m.01b1cs,44
m.015yg9,89
m.013423,94
m.01fpf6,13
m.018ycp,85
m.01mr3c8,95
m.017fhk,100
m.01m78m8,89
m.01mj1bh,106
m.018y4x,94
m.01cy1v,46
m.019hfr,30
m.012ml0,78
m.01m6k87,58
m.01cs38,85
m.01550k,106
m.01l006r,62
m.01jsg2,21
m.01dnv5,15
m.01cwbk,77
m.01m0pv,99
m.013yyq,69
m.0152pr,41
m.01jw17,65
m.019d0l,82
m.01ghrl,102
m.01l20ql,59
m.01lpbgn,84
m.01c8v0,96
m.01m3zh,96
m.01gqtx,53
m.01gdx4,84
m.01g969,97
m.01_dq_,97
m.01480y,41
m.01l_04j,68
m.01h3ns,73
m.01jy8c0,95
m.0195vc,82
m.0173ys,37
m.018v8c,95
m.0143b_,58
m.013wt0,96
m.01mj09t,14
m.015b67,87
m.01lcqrc,91
m.0170bk,71
m.016z3d,88
m.018x3,97
m.019d8_,105
m.018xrz,59
m.01970,91
m.01jdwq,109
m.01lcph1,96
m.01js298,97
m.01d7q8,93
m.012vd6,102
m.019p4d,30
m.01kxf0g,104
m.01m_jn,94
m.01lszxr,60
m.01jc21y,78
m.01km1yb,33
m.01mprgv,29
m.01mk0wr,54
m.01j7qy,10
m.019kw2,30
m.013zpf,122
m.01k1tlp,64
m.0163s9,96
m.011y_2,16
m.017dxm,107
m.0132q1,108
m.0134dc,97
m.01jbjh,50
m.01lvzbl,66
m.014j8m,89
m.01m0y_x,72
m.01bkj1,84
m.01l7mwv,64
m.01f1_1,85
m.01d01f,100
m.01h3b9,66
m.011vx3,68
m.01g6b,68
m.01kzplq,99
m.01g0xk,124
m.01m79cb,98
m.0181lj,92
m.01kk0s,60
m.01m_jn3,99
m.018grr,114
m.012cnn,102
m.0182fl,61
m.01bjyq,72
m.0107_f,108
m.0123h6,112
m.01gwgh,123
m.01_xv9,106
m.01lydh,112
m.01lr4t9,70
m.013qb0,110
m.015q3m,56
m.015dx,101
m.014jpp,111
m.01km3m,94
m.013qy3,74
m.015pqq,78
m.01mr9d0,97
m.017mrb,76
m.01k5d4,63
m.0151n1,112
m.01hj01,113
m.01_xr7,105
m.01ky2h,47
m.01k4jz,22
m.01l_zpm,69
m.01f26n,114
m.01jply,32
m.01l1ls,106
m.013yvd,92
m.018p2h,17
m.01k9wl,53
m.01437b,86
m.014yqb,112
m.019cpv,117
m.01g1mw,78
m.01kpq5k,74
m.015qh4,106
m.015d3h,79
m.0160pf,88
m.01llzq,37
m.01d1bs,103
m.01lx_z,69
m.0197zv,50
m.01lym8,117
m.01b80n,94
m.01mhglb,60
m.01f_fh,46
m.013knm,87
m.01hn09,68
m.013q1w,95
m.01k2rx,106
m.01lmrmf,48
m.01_c79,105
m.01jqyj8,83
m.01lwkf6,106
m.01k56k,53
m.014x77,114
m.01b3ng,4
m.01k0qd4,80
m.012s2d,82
m.012xdy,99
m.014_yc,74
m.017729,44
m.01h2_6,83
m.01ksqk,68
m.014yh7,17
m.01_rvj,95
m.01j5dm,57
m.01c0xf,95
m.017tn4,64
m.0131kb,81
m.01bs1p,103
m.01lcr2t,44
m.01d876,33
m.014sj7,68
m.01m2kj6,89
m.01_r_l,72
m.01jxtkn,65
m.01lvht,115
m.01mhxyv,66
m.01k_mc,88
m.01jgrnr,76
m.016n_c,87
m.013w8h,68
m.018ptf,114
m.01mggqp,99
m.01ltd5,99
m.012bkl,67
m.01fzvd,77
m.016732,113
m.01j_3m2,66
m.01mp7r5,86
m.014xn7,93
m.012wfh,89
m.01jy4p,58
m.01lz_v,78
m.01hmvd,42
m.01l5msg,77
m.01jrz5j,80
m.015g98,26
m.014029,19
m.01817f,95
m.01bx6q,106
m.01g4wh,105
m.012x5,104
m.015qp7,47
m.016zwd,8
m.01lhb9,95
m.01_rkd,93
m.01k3dv,47
m.012wsy,77
m.0173gy,58
m.01m1q9,74
m.01gwl2,93
m.01l5tqr,64
m.01kb7d,88
m.01d1v6,97
m.012dtw,86
m.01_3ly,79
m.01hppr,154
m.01b09x,99
m.01jh24l,75
m.01jmtjm,53
m.01ljxhn,96
m.01m6p85,96
m.0187_l,98
m.01c678,96
m.013s3,105
m.01gvr1,107
m.0170s4,110
m.016b90,100
m.017458,69
m.018ykd,62
m.014hmv,69
m.014_yt,101
m.01_4hh,96
m.0169r6,97
m.0170qf,110
m.01gbbz,113
m.01m2gwz,108
m.014kb2,74
m.012knf,102
m.01fp30,109
m.0198ml,85
m.0131x8,27
m.01lp9kh,97
m.01574b,95
m.015y3w,116
m.01ccc7,67
m.019wrj,102
m.01dtxd,74
m.013rlm,90
m.01fnxg,100
m.018yx3,103
m.018dpq,82
m.015hq3,54
m.01dgrr,122
m.01ly8w,92
m.01j6t,78
m.017b13,3
m.01f4sz,107
m.012mn4,85
m.01ld1h,108
m.01jsgxb,56
m.018493,87
m.01b1m4,99
m.01lc06,19
m.014px_,90
m.01b475,61
m.01g360,64
m.0199j6,69
m.013xjr,90
m.01kstn9,62
m.01byc4,93
m.01l5gd,83
m.015m_9,94
m.017j2s,49
m.01m6chr,63
m.019v7k,90
m.0196z8,59
m.01fm4b,31
m.019gsv,72
m.01c3z5,92
m.01cxpy,38
m.01kywdj,104
m.01bn7t,88
m.01jjdg7,98
m.0169hc,15
m.014mrg,36
m.01lbgn4,117
m.016k38,87
m.01346x,79
m.01hw2qh,74
m.012cvp,40
m.01mg0z5,90
m.015h7y,92
m.01m4_bb,31
m.01k22_f,81
m.01m_wv1,75
m.01lw1r,78
m.01k6cj,8
m.01dvcz,66
m.018dnt,92
m.01bq5d,36
m.01_h_s,84
m.0165_0,97
m.018k1r,45
m.015l6b,45
m.01jxng,78
m.01ky6h8,83
m.01371p,99
m.01lghn,98
m.01951v,76
m.01ktnp,49
m.01_yzl,75
m.015rmq,86
m.018slq,89
m.01ggd_,40
m.012052,111
m.015m5h,66
m.01372v,63
m.0173m5,84
m.01_lr8,19
m.01dv8p,120
m.01dbsy,97
m.01lz2sd,23
m.0187zc,89
m.01kf35,72
m.01dg75,97
m.01knmj4,72
m.018l20,81
m.012q4n,93
m.01bw1c,74
m.01j_bh,101
m.01_jwb,32
m.01kvrj,93
m.016v92,101
m.01l5d3g,86
m.014c1n,66
m.01mcwwb,67
m.014zxh,92
m.01llbv,101
m.016ynj,93
m.01g6nd,8
m.01_tnx,89
m.017z7x,70
m.01h6_0,58
m.01lr_xr,67
m.01fjkp,85
m.01dzkf,23
m.01b4mk,101
m.012s48,94
m.01dx38,84
m.01lbwd,45
m.019g65,71
m.0136tm,117
m.01mblrr,86
m.018hgr,94
m.014d3y,80
m.01j91r,72
m.01f5by,15
m.0147jt,100
m.01k3rtx,80
m.018qx5,93
m.01lfw0,25
m.013y3t,90
m.01g51k,98
m.01lm3nb,82
m.019p07,85
m.01jpx7l,80
m.017bcv,92
m.01k2zk,53
m.011lf5,102
m.015nz8,52
m.01j5rq,41
m.01hbr9,21
m.01_5sp,67
m.01kv2d3,94
m.01_8d8,91
m.01m9v40,71
m.01kymm,45
m.01jt8ls,58
m.01f97r,91
m.01lr7h0,73
m.01lywgh,72
m.0197tq,96
m.015pwv,71
m.012vf6,116
m.01hfhj,63
m.013zjl,82
m.01770r,84
m.01jn1n,85
m.01ll6q2,67
m.01gts3,62
m.011lvx,100
m.015pt7,63
m.019qk5,59
m.01hrqc,82
m.016kft,111
m.01_my2,96
m.01l46p,101
m.012vs,95
m.01kwp9r,64
m.01dw9z,103
m.015k_5,51
m.018d22,63
m.01gcq3,86
m.0134wr,224
m.01mqr_c,79
m.01564j,38
m.011hmd,77
m.01d8cs,83
m.01ctw_,89
m.01bfgv,91
m.01_5h2,78
m.0184xq,101
m.01dwts,94
m.019sn1,114
m.01jhw2,92
m.012v87,66
m.018wqb,122
m.018fvy,79
m.01_qht,117
m.01m924_,99
m.01dp0y,59
m.01744d,99
m.017z_,51
m.018sm6,95
m.01htxc,54
m.01gbpv,58
m.01k61fs,92
m.018cx_,95
m.0157ry,75
m.01jkpp,102
m.01jlk3,72
m.012s3y,102
m.01kf2d,79
m.012zck,33
m.01jy7wb,77
m.01hlhyp,103
m.01387g,79
m.01_l0t,123
m.01lh30,72
m.01mrpv,73
m.015qq1,79
m.011_3s,117
m.015010,109
m.01l988,88
m.01j6fq,111
m.01jxq6y,63
m.015nsx,33
m.015l_b,35
m.01mc0z7,61
m.018wgp,78
m.01chc7,105
m.016dsy,97
m.01j8f9b,97
m.012hz4,105
m.01gfd1,49
m.013y97,26
m.01m7tm7,87
m.012x4t,74
m.017zng,87
m.01mhxdd,81
m.011zf2,90
m.01_xxk,100
m.012g8l,104
m.01lgcqp,66
m.016zp5,105
m.01lxl6,84
m.01mp2pf,33
m.01m2jf,61
m.01gbly,59
m.01mhc,54
m.017r2,99
m.0153dp,91
m.01c5vs,96
m.01_8jp,93
m.01hhp_,69
m.01f1f_,78
m.01k1wf3,60
m.01k68p,107
m.016j68,88
m.01ck_k,31
m.01mfnxn,82
m.016wdq,88
m.01l584c,35
m.0167hz,75
m.014ptb,83
m.01dfkd,49
m.01_kbq,30
m.01k98nm,73
m.01j3_v,96
